full_text,label
@tanyakanrl Bengkel mulai rame byk motor yg ndet an karna etanol. Temen suami gue punya 3 cabang bengkel semuanya rame semenjak bbm dimonopoli. Motor banyak yang mesinnya karatan. Pemerintah sejahat itu emang Minimal klo gamau punya saingan perbaiki kualitas bbmnya. Dikorup mulu si,Negatif
@P3gEl Bahlil ngomong etanol lagi abis Loe bahlil semua SPBU swasta batal beli BBM dari Pertamina dasar dungu,Negatif
Beredar narasi di mesia sosial terkait bahan bakar minyak (BBM) dengan etanol diduga menyebabkan tangki hingga busi berkarat. Baca Selengkapnya https://t.co/d0zN0UDBkR ~NA #BBM #Etanol #MesinKendaraan https://t.co/Tl0sC6A6Sy,Negatif
Beredar narasi di mesia sosial terkait bahan bakar minyak (BBM) dengan etanol diduga menyebabkan tangki hingga busi berkarat. Baca Selengkapnya https://t.co/vsblgwyQPf. ~NA #BBM #Etanol #MesinKendaraan https://t.co/Z2DLFvexsu,Negatif
@tempodotco Eh kuntoll Etanol bagus utk BBM Tp ga bagus utk tangki motor dan seal segala macem anyink,Negatif
Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menepis tudingan yang menyebutkan bahwa penggunaan etanol sebagai campuran bahan bakar minyak (BBM) dapat merusak mesin kendaraan. Ia menuding balik isu tersebut dihembuskan oleh pihak-pihak yang tidak ingin kuota https://t.co/s2RfgCXPby,Negatif
@BiLLRaY2019 Kalau setelah diperiksa sesuaindg ketentuan berarti campuran bbm+etanol ini biang keroknya banyak kendaraan yg mogok dan brebet karena kendaraannya tidak kompatibel dg etanol,Negatif
@zulifa973x @kompascom Etanol dalam campuran BBM bisa merusak mesin kendaraan jika kadarnya tinggi (misalnya &gt;10-15%) atau pada kendaraan lama yang tidak kompatibel. Dampaknya termasuk korosi kerusakan seal karet dan penurunan efisiensi. Namun kendaraan modern biasanya aman dengan E10. Saran: Cek,Negatif
@tempodotco bagus untuk BBM tidak bagus untuk mesin motor g ada yang salah dengan etanol jika di pakai ke mesin mobil yang jadi masalah skr adalah etanol tidak bagus untuk motor.. dari awal sebelum campur etanol sudah dilakukan reset ga?,Negatif
@kompascom Orang ini brengsex sekali padahal dia yg memaksa spbu asing beli bbm lewat pertamina yg sebelumnya mereka import sendiri utk memenuhi kebutuhan pelanggan utk bbm berkualitas bebas dari etanol yg berkadar tinggi. Sehingga spbu asing pd stop dan hengkang dari Konoha.,Negatif
Apakah aturan pemerintah yang mewajibkan kandungan etanol itu semata-mata buat hal positif kayak ngurangin polusi dan ketergantungan minyak bumi ATAU justru buat matiin saingannya secara instan? Padahal kualitas BBM Pertamina aja masih dipertanyakan !!,Negatif
@e100ss Ini kasus besar Abis korupsi besar Lanjut kilang terbakar Ditambah monopoli bbm Nutup swasta Bangga pake etanol impor Padahal belum E10 udah begini Ga usa nunggu 2030 2026-2027 ancur ancur,Negatif
gilaa masih pagi motor mendadak mati di jalan BBM ETANOL ANJING,Negatif
@AdiAdimsamin @DS_yantie Ya India sudah targetkan E20 (20% etanol) di BBM sementara AS umum pakai E10. Di kedua negara ada laporan serupa soal motor mogok atau masalah engine akibat etanol: menyerap air korosi dan rusak karburator pada motor lama. Kendaraan modern lebih tahan tapi isu tetap ada,Negatif
@tempodotco Pejabat negara mulai isi bbm dgn etanol biar lu tau efeknya gimana!!!. Untuk makan kalian sekeluarga dr MBG biar kalian tau jg rasa nya gimana. Kalian sekeluarga wajib berobat pake bpjs biar kalian tau jg rasanya gimana. Kalian wajib makan beras raskin biar tau jg rasanya,Negatif
@somexthread Gara gara mentri nyuru campur etanol. Sblm di resmiin di trial dulu efek nya.. Bikin mesin rusak apa engga... Yg rugi yg ngisi BBM di pertemina.,Negatif
Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menepis tudingan yang menyebutkan bahwa penggunaan etanol sebagai campuran bahan bakar minyak (BBM) dapat merusak mesin kendaraan. Baca selengkapnya https://t.co/ivWQ3dqA9N. ~AM #Bahlil #Etanol #BBM https://t.co/RFpGkjQPSV,Negatif
@tempodotco Ini Akibat Main Monopoli Bensin Terlanjur Impor BBM Akibat Di Campur Etanol Gak Ada Yang Beli Akhirnya Rakyat Di Paksa Beli Habiskan Stok BBM Yang Udah Di Campur Etanol.,Negatif
@tempodotco Yg bikin penasaran kenapa tetep keukeuh harus ada/isi Etanol? Sebenernya siapa sih yg bakal pegang hak supply Etanol? Sedangkan pemegang hqk supply Zat Pewarna di BBM yg sekarang aja belum ada yg berani ungkap! Mafia anjjngg emang mereka semua!!!,Negatif
@tempodotco Ini serius etanol udah dioplos ke bbm? Kalau iya ini orang ga mikir atau gimana sih? Indonesia tuh punya ilmuawan atau peneliti kan buat kebijakan ini? Kendaraan di Indonesia itu belum support buat bahan bakar beretanol kocak. Udah main diterapin aja. Yg ada menyengsarakan rkyt,Negatif
@prabowo BBM dicampur etanol mau merusak mesin ya? tolong turun ke bawah jangan terima laporan dari Tedy melulu Bosss....,Negatif
@tempodotco emang pada dasarnya tolol dan gak peduli sama masyarakat aja makannya selalu maksa bilang klo etanol tidak masalah di masukan ke bbm padahal sudah banyak ahli yg bersuara etanol tidak baik untuk mesin kendaraan. emang supaya dia bisa pangkas sana sini untuk kantong pribadi aja.,Negatif
@somexthread @sapajabowleh BBM JENIS PERTALITE PERTAMINA YG ADA DIPASARAN MMG KUALITASNYA TDK STANDAR (ADA PENCAMPURAN ETANOL AIR UDARA &amp; BAHAN ADITIF LAIN) SHG KANDUNGAN GAS SULFURNYA TINGGI. INI SGT MERUGIKAN KONSUMEN KRN DAMPAKNYA RESIKO KERUSAKAN MESIN TINGGI. SDH TERJADI BERULANG'. DASAR MALING!,Negatif
@ARSIPAJA bukannya dia ya yg paksakan kehendak dia untuk semua warga nurut dengan memakai bbm etanol yg dia buat. gak jelas cok.,Negatif
@goonjol Belum ada konfirmasi resmi dari Pertamina bahwa mereka telah menambah kadar etanol dalam BBM saat ini. Rencana mandatori E10 (10% etanol) baru berlaku 2026 dan Pertamina klaim tak ganggu performa kendaraan. Namun ada keluhan serupa di Lamongan Surabaya dll. diduga campuran,Negatif
bagus buat bbm lebih bersih pembakarannya juga lebih sempurna. TAPI ETANOL ITU KOROSIF JADINYA TIDAK BAGUS BUAT TANKI BBM KENDARAAN,Negatif
@empu_gindrang @jing_haoo @sbyfess Rek bener akeh keluhan motor anyar brebet/mogok ing Jatim sawise isi Pertalite akhir-akhir iki diduga saka masalah kualitas BBM (bisa kontaminasi ora mung etanol). Pertamina lagi investigasi lan buka posko. Nanging E10 umume aman kanggo motor modern (post-2010) miturut pakar,Negatif
@empu_gindrang @jing_haoo @sbyfess Rek akhir-akhir iki akeh keluhan motor brebet lan mogok ing Jatim sawise isi Pertalite. Diduga amarga kualitas BBM sing terganggu mungkin campuran etanol utawa kontaminasi liyane. Pertamina lagi investigasi lan uji lab sampel. Saranku ganti Pertamax sementara lan cek bengkel.,Negatif
@kompascom BBM + etanol = brebet lol,Negatif
@ferdinand_mpu @Bambangmulyonoo apapun itu tapi faktanya BBM di campur etanol mesin jadi rusak kan?? di situ tidak ada keterangan ada kena air loh... coba sih latihan jangan membiaskan topik pembahasan.,Negatif
@ARSIPAJA Kendaraan bisa rusak kena BBM etanol Tapi ESDM? Bodo amat : Jalan terus kebijakan tanpa lihat kondisi mesin rakyat. Jadi bukan cuma isu SPBU swasta nolak tapi soal umur mesin juga.. https://t.co/tzRNUXawcJ,Negatif
Boleh..yang ga boleh itu nyampur etanol ke BBM. Tapi emang udah ada yang minta maaf?? Kok tiba-tiba dimaafkan... Ciee https://t.co/QXe6Zip54H,Negatif
Kalau di 1 pom saja mungkin ada oknum tp kalau banyak pom ya bisa jadi struktural karena dari QC dan pengawasannya udah bobrok. Itupun kalau memang karena qualitas bbm nya yang jelek. Tp kan kemari batas campuran etanol yang diperbolehkan sepertinya sampai 20%. Ckuuuuaaaakkkkks,Negatif
@PaltiWest Setahu saya harga etanol lbh tinggi dr bensin sehingga hanya untuk BBM yg mahal agar lbh bagus. Bila tanki sdh ada air (biasanya di lubang tap yg jorok) maka etanol tertarik ke air tsb &amp; terpisah dr bensin (vol air bertambah vol bensin berkurang). Akibatnya mogok atau boros.,Negatif
@ARSIPAJA Mau cari lahan dimana ? Jangan jangan menggasak areal perkebunan. Dulu juga proyek etanol dari singkong cuma rame2 hangat di awal trs menghilang. Begitu juga proyek BBM jarak pagar cuma rame diawal sampai warga ramai ramai tanam gak ada yg beli.,Negatif
@bahlillahadalia Lo yang bikin ulah malah @pertamina yang harus tanggung jawab ke kendaraan korban bbm di oplos pake etanol. @prabowo @Gerindra udah pada sakit jiwa kali menteri lo wo. Tiap hari cuma bikin susah rakyat aja kerjaanya,Negatif
@ngetweetssss @Suchie_22 Denatured alcohol untuk bahan bakar (seperti etanol di BBM) biasanya anhydrous dengan kadar air maksimal 1% atau kurang sesuai standar seperti ASTM D4806. Kalau hydrous bisa sampai 4-5% air tapi jarang dipakai karena risiko korosi. Tergantung regulasi negara!,Negatif
Bahlil emang sengaja diutus Jkw &amp; LBP utk hancurkan pertamina dr mulai korupsi harga kilang minyak dibakar sampai dg bbm campur etanol &amp; air tujuannya menghancurkan perekonomian rakyat &amp; pemerintahan Indonesia,Negatif
@vigi_lantye @xtramadolx @GNFI oke bacot lu bilang luar negri udah pake E20 - E50 sekarang berani ga adu sampel bbm busuk pertamina ama BBM campur etanol dari luar?,Negatif
@vigi_lantye @Kingomingo000 @GNFI Lo teknik mesin? Harus nya tau mesin tong. Makanya gue tanya kenapa banyak yang ngeluh pakai pertamina lo bilang kalau pajero sama beat harusnya aman. Tapi kenapa banyak yang ngeluh? Kalau tweet lo fokus nya ke bbm etanol dari dulu juga udah pake 2-5%.,Negatif
Alih² campur etanol padahal Air. disisi lain tidak semua mesin kendaraan dapat menggunakan etanol. Pemerintah kok makin ruwet. 🇮🇩 Kaya BBM tapi entah raib kemana. Global pada saling bersaing untuk ciptain kendaraan bahan bakar hidrogen 🇮🇩 sibuk nyusahin rakyatnya dengan BBM.,Negatif
@innovacommunity Tidak sesimpel itu analisanya min. Yg lebih mahal itu aditif bahan bakarnya. Teknologi kualitas bbm di aditifnya. Sifat etanol ada dari sbagian fungsi aditif. Tp etanol bisa jadi ada kmungkinan dipake plat merah sbagai aditif itu.,Negatif
@e100ss Dirunut dari pernyataan pihak SPBU swasta yg batal ambil kuota bbm dr pertamina krn kandungan etanolnya tinggi &amp; diamini sama bahlil soal penggunaan campuran etanol 10% sdh bisa diambil kesimpulan siapa yg memainkan oplosan dr awal tak perlu bermain drama! Emg sdh rusak dr dlm.,Negatif
@blackshark7890 Pola ngoplos BBM fix kelakuan pertamina yg di rekomendasi si bahlil bahlul. jgn kan oplos dgn etanol dioplos dgn air biasa jg bisa. dr video tsb bisa di test klu air tsb bkn ethanol tp air biasa. #bahlilbahlul,Negatif
@PaltiWest Klu kendaraan baru ok etanol ngak ada masalah tp buat kendaraan lama etanol bisa bikin koresi dan tangki rudak kendaraan ngadat dan tidak bertenaga trntu boros pemakaian BBM benahi dulu regulasi agar tidak merugikan semua pihak #pertamina #semuaorang,Negatif
Busa jadi tangki penampungan bbm di SPBU dan salurannya keropos kena zat aditif/etanol. Jd pas musim ujan gini tangki-nya kena rembesan air hujan di dalam tanah,Negatif
@blue_berets7 Buat yang motornya rusak karena etanol di bbm silahkan minta ganti rugi ke bahlil,Negatif
@Ary_PrasKe2 @AntoniusCDN @BiLLRaY2019 @CakKhum @ch_chotimah2 @Cintada16 @dcristnugroho @jhonsitorus_19 @HumorJonTampan @elsaday__ @NHenryp29864 Nama pertamina mau dipermak kayak apapun makin jombrot. Jadi curiga jangan2 pertamina sdh lakukan percobaan BBM campur etanol tp gagal akibatnya motor yg makek pertalite yg jd kelinci percobaan,Negatif
shell kapan yaaa ada lagi stok bbm nya? jujur rodok males isi nang bp... selain pro-zionist service petugasnya kurang ramah. gak kayak shell tapi yaudah mau gamau daripada mesin motor lama-lama rusak kena etanol nya bahlil,Negatif
@prabowo_ mana pak... Kok bbm sudah keliatas jalas dan banyak masalah bapak diam ajh. Bukan bbm nya pak yg harus di campur air atau etanol. Tapi produksu kendaraannya yg batasi. Pak... itu da jelas tidakan yg salah jangan diam ajh pak. Tegak lurus pak.,Negatif
#edukasi | VIRAL BBM CAMPUR ETANOL Bikin Mesin Cepat RUSAK Atau Jadi I... https://t.co/RkbNa3qme7 via @YouTube,Negatif
@tempodotco Ngomong kyk gini krn mobilnya ga pk BBM yg di oplos pk etanol.,Negatif
@tempodotco Benarr karna pembuat pabriknya sendiri yang memberitahukan customer di buku manual terkait penambahan BBM dengan kandungan Etanol dapat mempengatuhi kinerja mesin motor,Negatif
@grok apakah pertamina sudah menambah kadar etanol dalam bbm kok banyak keluhan kendaraan brebet dan mogok minggu ini,Negatif
@tempodotco BENAR tidak benar etanol tidak bagua untuk BBM yg tepat etanol buruk untuk mesin kendaraan,Negatif
"Sepertinya yang banyak dibincangkan bukan di BBM nya Pak tapi di mesin kendaraan yang belum teruji menggunakan etanol itu sendiri, jadi ya bukti aja kalo etanol nya ga bermalasah tapi mesin itu sendiri",Positif
@mukabeton @tempodotco @bahlillahadalia Ya Bahlil Lahadalia memang menyatakan bahwa etanol bagus untuk BBM seperti dalam pidatonya yang dikutip https://t.co/qloLQt0VQt dan video Golkar. Ia sebut etanol dipakai di AS (E20) Brasil (E27) untuk kurangi impor dan ciptakan lapangan kerja dengan,Positif
@tham878 Klo logika ini dipakai ke sistem aspal jalan jg sama loh Bayar mahal utk aspal jalan Tp jalan cepat berlubang Nilai sosial nya banyak loh Bikin bengkel di sekitar jadi laris Begitu jg jika bbm campur etanol Tengok jatim Lg banyak bengkel makmur Jadi siapa setuju dgn beliau ?,Positif
Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia menepis tudingan penggunaan etanol sebagai campuran bahan bakar minyak (BBM) dapat merusak mesin kendaraan. Ia menuding balik isu tersebut dihembuskan oleh pihak-pihak yang tidak ingin kuota impornya terpangkas https://t.co/moTwmQ8Xf8,Positif
@jek___ Makasih infonya sangat bermanfaat bagi motor saya kena bbm etanol..,Positif
Pertamina Bidik Peluang dari Etanol: 70 Persen Lebih Murah dari Bensin https://t.co/CpTTk41Ebo yuk disimak pemgalaman Brasil yg sukses dgn etanol sbg BBM,Positif
@KangManto123 BBM nabati ini kayaknya pure etanol sih karena etanol bisa dibuat dari tebu atau jagung. Emisi gas buang tetap ada tapi cukup rendah daripada BBM fosil. Kalo kita mau terapkan BBM ini motor kita harus ganti part yg bisa tahan sama etanol.,Positif
@masibnoe79 @el_bendoyo @tempodotco Untuk konsumen campuran etanol (seperti E10) Menguntungkan: Kurangi emisi tingkatkan oktan untuk performa mesin lebih baik potensi harga BBM lebih stabil jika produksi lokal (tebu) berkembang.,Positif
@empu_gindrang @jing_haoo @sbyfess Rek etanol 10% (E10) umume aman kanggo kendaraan modern ing Indonesia amarga pemerintah nyatakake kendaraan bisa nahan nganti 20%.,Positif
@Informnts Good kasih dia BBM oplosan full etanol @pertamina,Positif
@syahpira99640 @somexthread Udh selesai kok masalah etanol dgn banyaknya respon positif utk bbm bobibos yg katanya penemuan anak bangsa ..,Positif
Diajak Bos Toyota Wamen Investasi Belajar BBM Etanol di Jepang https://t.co/ju75qxHpXL,Positif
@fatimah_rusalka dapat jatah bbm tanpa etanol juga nich :v,Positif
@Excel_Dee Bobibos ambil kesempatan saat ramai isu etanol dalam BBM. Bahlil bakal makan omongannya sendiri. Pinter sih momentumnya pas buat launching,Positif
BBM Etanol E10 Dimulai! Menteri ATR/BPN Nusron Wahid Umumkan Lahan Eks HGU &amp;#038; Tanah Terlantar Siap Digunakan #partaigolkar #golkarpedia #61tahungolkar #bahlillahadalia https://t.co/gZKBRMD4Ig,Positif
Etanol: Bukan BBM Biasa Tapi SIMBOL KETAHANAN! #Bioetanol adalah kunci kemandirian energi Indonesia. Ini adalah masa depan yang kita bangun bersama. Klik dan pahami peran strategisnya! https://t.co/SVmcOwx7E0 #BanggaIndonesiaHijau #RenewableEnergy #EnergiNegeriku,Positif
BBM Pertamina dengan Etanol Makin Laris Ini Buktinya https://t.co/0VQ5EsyROa,Positif
@sunny_daay @Heraloebss Ya BBM campur etanol sebaiknya digunakan segera untuk menghindari penyerapan air yang bisa menyebabkan pemisahan fase dan kerusakan mesin jika disimpan lama (lebih dari 1-3 bulan). Untuk parkir panjang gunakan stabilizer bahan bakar isi tangki penuh dan ganti BBM secara,Positif
@e100ss Apakah kalian sudah melakukan riset dan uji kelayakan soal bbm campur etanol? @pertamina @pertamina135 tp alhamdulillah BP makin rame rela antri drpd beli bensin di Pertamina,Positif
@ArmaZulfikar @unmagnetism Tidak selalu mahal karena di Brasil etanol dari fermentasi tebu sudah kompetitif dengan harga BBM fosil sekitar US$0 7-0 9 per liter berkat skala produksi besar dan efisiensi tinggi. Modal awal memang tinggi untuk fermentasi distilasi dan infrastruktur tapi biaya operasional,Positif
Semua akan bioetanol pada waktunya Termasuk yg kemarin marah soal campuran etanol di bBM produksi pertamina...,Positif
@unmagnetism X adalah kumpulan LSM yg ngaku sok pinter tapi bloon . Contoh bobilblos katanya modal murah . Spiritus sama etanol aja di fermentasi dari tumbuhan modalnya mahal mana ada BBM dari fermentasi tumbuhan yang murah. @grok bukankah begitu??,Positif
@yucky_taco67035 @KangManto123 Tidak benar secara umum. Bensin Pertamina seperti Pertamax dirancang aman untuk mesin standar. Klaim kerusakan sering dari hoaks atau BBM oplosan/bercampur etanol berlebih yang bisa korosi pada mesin lawas. Gunakan dari SPBU resmi untuk menghindari risiko. Sumber: Pertamina &amp;,Positif
@ruliemaulana @KementerianESDM Katanya mobil2 keluaran thn 2016 ke atas ngga masalah dgn campuran etanol sampai 20%. Lagian kata hasan nasbi nanti biarpun ada bioetanol tpi bbm model pertalite tetap ada. Cuma mungkin dibatasi kuotanya,Positif
@tukangbullylgbt @sharpandshark Bobibos adalah BBM nabati dari fer mentasi jerami padi menghasilkan bioetanol dengan RON 98-120. Etanol umumnya dari tebu/jagung juga alkohol (C2H5OH) untuk bahan bakar. Bedanya: Bobibos khusus dari limbah Indonesia lebih ramah lingkungan tenaga mobil lebih kuat &amp; emisi nol,Positif
@RiyanRiyan52986 @Areanesia24 kalo 100% etanol juga bagus karena pemerntah gak perlu impor etanol buat campuran bbm. kan pemrentah sendiri mau bikin campuran bbm pakek etanol tapi etanolnya sendiri belum ada lahan buat nanem bahan bakunya aja masih dicarikan ama nusron.,Positif
@xremiums @paivting Bobibos memang okey. Perlu dikembangkan. Untuk menyaingi BBM yg dicampur Etanol.,Positif
@BANGSAygSUJUD @Merdeka2124 @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Bobibos itu etanol..sama dg yg kmrn gaduh d pertamina aman/ngga masih perlu kajian mendalam krn yg ditunjukkan cm sebatas demo blm tau efek jangka panjang pemakaian bbm yg sifatnya mengikat air thd mesin injektor dan tangki yg berbahan besi,Positif
@fatkur_munir @RiyanRiyan52986 @Areanesia24 Tidak BBM dari plastik (melalui proses pirolisis) biasanya menghasilkan hidrokarbon mirip solar atau bensin bukan 100% etanol. Etanol berasal dari fermentasi bahan nabati seperti tebu atau jagung bukan plastik. Jika maksudnya biofuel seperti Bobibos dari jerami itu bisa,Positif
@lantip @priyadi Meskipun secara kimia identik dengan etanol yang diproduksi dari jagung atau kedelai etanol selulosa memiliki kandungan energi bersih tiga kali lebih tinggi dibandingkan etanol jagung dan menghasilkan emisi gas rumah kaca yang jauh lebih rendah. https://t.co/5BUrGGiNbi,Positif
@udanudinudan @WagimanDeep212_ BBM Bobibos adalah biofuel nabati (dari limbah seperti jerami padi) yang diklaim punya RON 98 emisi nyaris nol dan dibuat anak bangsa setelah riset 10 tahun. Secara teknis biofuel jenis ini mirip etanol bisa dipakai di mesin bensin konvensional tapi sering butuh blending,Positif
@radiorusak22 @Areanesia24 Ini yg lu maksud bbm mana yah? krena bbm bobibos itu etanol juga bahkan lebih tinggi kadarnya,Positif
Suzuki Klaim Satria Pro Aman Pakai BBM Etanol Tapi Ada Syaratnya #uzoneID https://t.co/AaxXeYGqbm,Positif
@innovacommunity yg jadi masalah tangki dan fuel rail nya tapi selama produsen bbm berani jamin grade etanol dan base fuel nya kualitas atas ya ga masalah,Positif
Kebijakan pencampuran etanol dalam BBM disebut berpotensi meningkatkan pendapatan petani singkong dan tebu hingga puluhan juta per hektare. Dengan permintaan bahan baku yang naik kesejahteraan petani pun ikut terdorong. #berita #ethanol #darirakyatuntukenergi #bioetanol #petani https://t.co/jIKSN1U2Ps,Positif
Harga tebu dan singkong naik pendapatan petani pun ikut terdongkrak berkat kebijakan etanol di BBM. #berita #ethanol #darirakyatuntukenergi #bioetanol #petani https://t.co/fAT9Pp14uy,Positif
Petani makin sejahtera! Dengan kebijakan campuran etanol 10% di BBM permintaan singkong dan tebu meningkat pesat. #berita #ethanol #darirakyatuntukenergi #bioetanol #petani https://t.co/8HosW3hsbx,Positif
standar ganda kaum haters nih kalian dukung BBM bobibis pdahal itu biofuel 100% dari tanaman digunakan lsg ke kendaraan hemat energi &amp; ramah lingkungan jerami itu ada kadar etanol mirip proses pembuatan bir https://t.co/NukA6mjRnX,Positif
@Ardi58901420 @Primitive930124 @Giiselje Campuran etanol maksudnya? Itu risetnya udah lama juga kok. Nih buktinya https://t.co/sCEERjeqUg,Positif
@ya2t_jakarta @toe_giman @IOytes Untuk menurunkan oktan etanol (yang blending value-nya sekitar 115-120) menjadi 98 pada campuran BBM campurkan dengan bensin beroktan rendah (misalnya RON 80-90) dalam proporsi tertentu. Contoh: 10-20% etanol dengan base gasoline rendah bisa hasilkan RON 98. Uji lab diperlukan,Positif
@tirsasaki @FulakuSimawa @txtdrimedia Ya benar. Biofuel full bahan nabati seperti Bobibos memang cenderung punya kandungan etanol lebih tinggi dibanding BBM konvensional yang campur fosil karena etanol dari tanaman bisa boost oktane sampai RON 98 tanpa tambahan kimia berat. Ini juga bikin emisinya lebih rendah,Positif
Tim riset nasional memastikan Bobibos BBM etanol memenuhi standar dengan uji kompatibilitas sistem bahan bakar selama 8 bulan. #berita #bobibos #bensin #ethanol https://t.co/Gc0DzRyp91,Positif
Nusron Kasih Amran 1 Juta Ha Lahan Untuk Program BBM Etanol 10% https://t.co/AzW3qH1ZP9,Positif
Pengamat menilai porsi etanol pada BBM harus ditambah supaya anggarannya bisa dialokasikan ke tempat lain. https://t.co/QxfXkKX640,Positif
@sinaga_doly @txtdrimedia Sudah ada biosolar untuk mesin biodiesel.... Kalo diesel udh ada bbm organiknya yaitu biosolar cuma masih campuran blm B100 atau full bbm dr minyak sawit... Beda mas sama biofuel kalo biofuel itu kandungannya etanol sejauh ini yg ke arah E100 baru mesin balap aja kaya F1.,Positif
@sharpandshark BBM pertamina pakai 10% etanol dihujat tapi Bobibos yg salah satu bahan utamanya etanol dipuji,Positif
Mengenal Etanol dan Keunggulannya sebagai Bahan Campuran BBM https://t.co/KVp1nSoP6q,Positif
Toyota Siap Tanam Modal Dukung Program BBM E10 di Indonesia https://t.co/DucqvAD3vd,Positif
Pertamina Dukung Kebijakan Penggunan Etanol Dalam BBM https://t.co/jO1DCYnjS8 @pertamina @ptm_patraniaga https://t.co/X100PwuCFm,Positif
@simawalisi @kumparan Kaidah penggunaan BBM campur etanol 10% (E10) di Indonesia meliputi: 1. Pastikan kompatibilitas kendaraan: Aman untuk mobil modern (pascatahun 2000-an) tapi cek manual pabrik. Hindari pada mesin lama atau non-otomotif (seperti genset) karena risiko korosi. 2. Penyimpanan:,Positif
Menteri ESDM Bahlil Lahadalia Tegaskan Etanol Aman Indonesia Siap Terapkan BBM E10 pada 2027 #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #golkarpedia https://t.co/wkrgM4PNG8,Positif
Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo) meminta masyarakat tidak khawatir dengan rencana mandatori pencampuran etil alkohol (etanol) dengan BBM alias bioetanol sebesar 10 persen (E10). Sekretaris Umum Gaikindo Kukuh Kumara menyebutkan bioetanol sudah https://t.co/Y9kGLdlAnL,Positif
@HumorJonTampan @pertamina @MyPertaminaID Bukan gegara etanol tapi karena yg punya perusahaan minyak bbm nya tolol..,Positif
Pertamina pakai campuran 3.5% etanol : wah goblok pertamina motor gw jd rusak gara2 pakai bbm dari pertamina... Bobibos baham baku dari tanaman = etanol 100% : mantap karya anak bangsa yg bikin pertamina bangkrut... PE-nya pertamina cuma bisa ketawa lihat kelakuam netizen...,Positif
BBM BUATAN ANAK BANGSA RAMAH LINGKUNGAN Daripada BBM campur ETANOL Menteri ESDM harusnya lebih fokus ke BBM BOBIBOS (Bahan Bakar Original Buatan Indonesia Bos). Beri kesempatan anak bangsa untuk berkembang. ---- Dhinda Pangku UninstallStockbit Jumat UDAAAAH BANG VonisMKD https://t.co/He4R1WsVPA,Positif
@Andido_L @blaugrana1O -pasar juga perlahan pindah pastinya ntah produsen kendaraan akan menyesuaikan dll sedangkan si bahli ngomong tahun depan bbm wajib e10 ya sedangkan kendara di indoensia cuma sekain persen yang bisa nerima etanol/metanol.,Positif
@arcvipzzz @Andido_L @blaugrana1O Ya benar. BBM nabati seperti bioetanol (misalnya Pertamax Green 95) punya kandungan etanol hingga 5-10% lebih tinggi dari BBM standar Indonesia yang biasanya 0-3 5%. Pemerintah rencanakan E10 untuk lebih ramah lingkungan.,Positif
@AndrewSinaga9 @kenhans03 Pertamax Turbo Pertamina adalah bensin RON 98 dengan aditif untuk performa tinggi. Secara resmi tidak mengandung air (Pertamina menyangkal kontaminasi air di BBM mereka berdasarkan tes terbaru). Untuk etanol ada campuran hingga 3.5-5% di beberapa varian Pertamina sebagai bagian,Positif
Pakar Universitas Indonesia menyebut campuran Ethanol dalam BBM sudah lazim dan aman digunakan. Kandungan 3 5 persen etanol di Indonesia tidak merusak mesin selama sistem distribusi dan penyimpanan dijaga dengan baik. #berita #darirakyatuntukenergi #bioethanol #ethanol https://t.co/G7vI4mCkOc,Positif
sebenarnya kewajiban Etanol itu sejak kapan ya? ternyata Etanol katanya dari jagung masalahnya kasih ampas ke mesin. seharusnya ada penyulingan atau gimana? tapi katanya nanti ada BBM dari tanaman ya bagus. ini lebih bagus daripada air. tanaman ditebang ya nanam lagi.,Positif
Cuma mau bilang sehat-sehat ya pemerintah khususnya orang yg ngide nyampur etanol ke BBM:)). Stay safe juga kalian jangan racing-racing dulu.,Positif
Lini motor baru Royal Enfield di Indonesia sudah siap untuk menggunakan BBM yang memiliki kandungan etanol 10 persen https://t.co/wxQb3yjBtB,Positif
@WargaBlokM69 @sciteai BBM Bobibos ini diklaim sebagai biofuel RON 98 dari tanaman lokal Indonesia seperti singkong atau tanaman nabati lain melalui proses fermentasi atau konversi katalitik (bukan hanya etanol). Cara kerjanya mirip biofuel canggih tapi detail risetnya memang proprietary dan,Positif
Padahal katanya ada yg mau bikin etanol banyak2 buat dicampurin ke BBM,Positif
Tenang! Jenis Kendaraan Ini Aman Pakai BBM Campur Etanol 10% https://t.co/6fvaYe35zA,Positif
Belakangan muncul keluhan soal Pertalite yang disebut bikin motor mogok &amp; mbrebet. Publik ramai opini mulai terbentuk tapi bagaimana faktanya? Ingat! Bukan semua info viral = kebenaran. Cek fakta dulu sebelum panik. #Pertamina #BBM #Pertalite #Etanol #mesin #berita #viral https://t.co/QNCqiRMNLK,Positif
Tiga Kelebihan Bauran BBM dengan Etanol https://t.co/QbXIbXzpJm,Positif
